Brand,Processor,RAM (GB),Storage (GB),Camera (MP),Battery (mAh),Display Size (inches),Refresh Rate (Hz),5G Support,Operating System,Launch Year,Price ($)
Sony,Snapdragon 8 Gen 2,8,512,108,4000,6.1,60,1,Android,2018,960.0
Samsung,Kirin 9000,12,64,48,4000,6.7,120,1,Android,2024,1098.5
Samsung,Snapdragon 8 Gen 2,4,512,200,4500,6.1,60,1,Android,2018,1238.8
Sony,Exynos 2200,16,128,12,4500,6.4,60,1,Android,2019,1009.2
Motorola,Snapdragon 8 Gen 2,12,256,64,6000,6.7,144,0,Android,2022,1443.0
OnePlus,Snapdragon 8 Gen 2,16,256,12,4500,6.7,60,0,Android,2021,920.8
Vivo,Dimensity 9200,4,256,48,5000,7.0,120,1,Android,2020,1135.6
Oppo,Kirin 9000,6,256,12,5000,6.7,120,1,Android,2023,1313.5
Samsung,Snapdragon 8 Gen 2,16,64,64,6000,5.5,120,0,Android,2022,1551.0
Apple,Kirin 9000,16,1024,64,5000,6.4,144,0,iOS,2024,2551.5
OnePlus,Dimensity 9200,12,1024,64,5000,7.0,120,1,Android,2019,1169.6
Google,Snapdragon 8 Gen 2,6,128,200,3000,6.1,90,0,Android,2018,932.4
Vivo,Snapdragon 778G,16,512,48,5000,7.0,60,0,Android,2019,1169.6
Samsung,Exynos 2200,16,512,108,3000,6.1,60,1,Android,2018,1008.8
OnePlus,Dimensity 9200,12,128,48,3000,6.1,60,0,Android,2022,990.5
OnePlus,Snapdragon 8 Gen 2,6,64,12,3000,6.4,90,0,Android,2020,771.6
Realme,Exynos 2200,6,512,12,6000,6.7,90,0,Android,2022,1436.0
Vivo,Snapdragon 8 Gen 2,8,128,64,4500,7.0,90,1,Android,2023,1155.0
OnePlus,Exynos 2200,12,64,48,5000,7.0,60,0,Android,2020,955.6
OnePlus,Snapdragon 778G,12,64,48,4000,7.0,60,1,Android,2018,940.0
Samsung,A17 Bionic,16,512,12,6000,7.0,60,0,Android,2018,1251.6
Apple,Snapdragon 778G,12,256,12,3000,5.5,90,0,iOS,2018,1160.4
Vivo,Kirin 9000,12,128,108,3000,5.5,144,0,Android,2022,1163.5
Samsung,A17 Bionic,8,128,108,4000,7.0,120,0,Android,2021,934.0
